,Unnamed: 0,micro_labels,macro_labels,ar_labels,frame_name
0,0,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0000
1,1,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0001
2,2,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0002
3,3,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0003
4,4,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0004
5,5,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0005
6,6,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0006
7,7,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0007
8,8,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0008
9,9,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0009
10,10,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0010
11,11,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0011
12,12,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0012
13,13,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0013
14,14,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0014
15,15,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0015
16,16,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0016
17,17,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0017
18,18,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0018
19,19,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0019
20,20,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0020
21,21,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0021
22,22,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0022
23,23,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0023
24,24,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0024
25,25,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0025
26,26,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0026
27,27,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0027
28,28,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0028
29,29,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0029
30,30,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0030
31,31,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0031
32,32,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0032
33,33,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0033
34,34,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0034
35,35,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0035
36,36,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0036
37,37,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0037
38,38,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0038
39,39,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0039
40,40,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0040
41,41,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0041
42,42,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0042
43,43,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0043
44,44,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0044
45,45,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0045
46,46,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0046
47,47,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0047
48,48,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0048
49,49,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0049
50,50,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0050
51,51,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0051
52,52,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0052
53,53,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0053
54,54,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0054
55,55,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0055
56,56,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0056
57,57,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0057
58,58,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0058
59,59,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0059
60,60,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0060
61,61,sit_still,adl,actor_repositioning,actor_2_chair_full_ph_cam_1_0061
62,62,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0062
63,63,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0063
64,64,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0064
65,65,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0065
66,66,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0066
67,67,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0067
68,68,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0068
69,69,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0069
70,70,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0070
71,71,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0071
72,72,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0072
73,73,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0073
74,74,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0074
75,75,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0075
76,76,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0076
77,77,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0077
78,78,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0078
79,79,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0079
80,80,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0080
81,81,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0081
82,82,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0082
83,83,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0083
84,84,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0084
85,85,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0085
86,86,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0086
87,87,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0087
88,88,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0088
89,89,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0089
90,90,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0090
91,91,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0091
92,92,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0092
93,93,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0093
94,94,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0094
95,95,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0095
96,96,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0096
97,97,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0097
98,98,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0098
99,99,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0099
100,100,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0100
101,101,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0101
102,102,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0102
103,103,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0103
104,104,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0104
105,105,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0105
106,106,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0106
107,107,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0107
108,108,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0108
109,109,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0109
110,110,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0110
111,111,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0111
112,112,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0112
113,113,stand_up_from_sit,adl,on_air,actor_2_chair_full_ph_cam_1_0113
